location_type,parent_station,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
0,,26302,26302,"Benenden Av After Butler Bvd","",-31.6355316666667,115.705415555556
0,,26303,26303,"Landbeach Bvd After Randstone Pde","",-31.6357766666667,115.708581111111
0,,26304,26304,"Benenden Av After Randstone Pde","",-31.63576,115.705297222222
0,,26305,26305,"Benenden Av After Paisley Link","",-31.6328838888889,115.704437222222
0,,26306,26306,"Benenden Av Before Alford Wy","",-31.6297661111111,115.704416666667
0,,26307,26307,"School Access Rd Lockridge Shs","",-31.8759461111111,115.935866111111
0,,26308,26308,"Endeavour Rd Before Whitfords Av","",-31.7972838888889,115.745123888889
0,,26309,26309,"Dolphin Dr Before Breakwater Pde","",-32.52294,115.719141111111
0,,26310,26310,"Bickley Rd Before Kelvin Rd","",-32.0335877777778,116.000138333333
0,,26311,26311,"Wright Rd After Shepherd Ct","",-32.1090438888889,115.935787222222
0,,26312,26312,"Wright Rd Before Shepherd Ct","",-32.1082266666667,115.936487777778
0,,26313,26313,"Southern River Rd Southern River College","Southern River College",-32.0847927777778,115.982710555556
0,,26314,26314,"Aldenham Dr After Lowerhall Gdns","",-32.1083422222222,115.951022222222
0,,26315,26315,"Castlewood Pwy Before Edencourt Dr","Edencourt Dr / Castlewood Pwy",-32.1067188888889,115.950295
0,,26316,26316,"Edencourt Dr After Codrington St","",-32.1057455555556,115.946893333333
0,,26317,26317,"Aldenham Dr After Abbotsdale Way","",-32.1083255555556,115.951119444444
0,,26335,26335,"Manning Rd Before Challenger Av","",-32.0120355555556,115.874445555556
0,,26336,26336,"Nicholson Rd  After Riva Ent","",-32.1390738888889,115.924623333333
0,,26337,26337,"Nicholson Rd  Before Riva Ent","",-32.1391055555556,115.924453888889
0,,70000,70000,"Anzac Tce After Durlacher St","Anzac Tce",-28.7732822222222,114.612475555556
0,,70001,70001,"Anzac Tce Before Durlacher St","Anzac Tce",-28.7734316666667,114.612454444444
0,,70003,70003,"Chapman Rd Before Mark St","",-28.7601822222222,114.615859444444
0,,70004,70004,"Chapman Rd Before Bertie St","",-28.7556344444444,114.616741111111
0,,70005,70005,"Chapman Rd After Adam St","",-28.75246,114.617825555556
